804;Fortuneteller;Slaves And Masters;Deep Purple
805;Too Much Is Not Enough;Slaves And Masters;Deep Purple
806;Wicked Ways;Slaves And Masters;Deep Purple
807;Stormbringer;Stormbringer;Deep Purple
808;Love Don't Mean a Thing;Stormbringer;Deep Purple
809;Holy Man;Stormbringer;Deep Purple
810;Hold On;Stormbringer;Deep Purple
811;Lady Double Dealer;Stormbringer;Deep Purple
812;You Can't Do it Right (With the One You Love);Stormbringer;Deep Purple
813;High Ball Shooter;Stormbringer;Deep Purple
814;The Gypsy;Stormbringer;Deep Purple
815;Soldier Of Fortune;Stormbringer;Deep Purple
816;The Battle Rages On;The Battle Rages On;Deep Purple
817;Lick It Up;The Battle Rages On;Deep Purple
818;Anya;The Battle Rages On;Deep Purple
819;Talk About Love;The Battle Rages On;Deep Purple
820;Time To Kill;The Battle Rages On;Deep Purple
821;Ramshackle Man;The Battle Rages On;Deep Purple
822;A Twist In The Tail;The Battle Rages On;Deep Purple
823;Nasty Piece Of Work;The Battle Rages On;Deep Purple
824;Solitaire;The Battle Rages On;Deep Purple
825;One Man's Meat;The Battle Rages On;Deep Purple
826;Pour Some Sugar On Me;Vault: Def Leppard's Greatest Hits;Def Leppard
827;Photograph;Vault: Def Leppard's Greatest Hits;Def Leppard
828;Love Bites;Vault: Def Leppard's Greatest Hits;Def Leppard
829;Let's Get Rocked;Vault: Def Leppard's Greatest Hits;Def Leppard
830;Two Steps Behind [Acoustic Version];Vault: Def Leppard's Greatest Hits;Def Leppard
831;Animal;Vault: Def Leppard's Greatest Hits;Def Leppard
832;Heaven Is;Vault: Def Leppard's Greatest Hits;Def Leppard
833;Rocket;Vault: Def Leppard's Greatest Hits;Def Leppard
834;When Love & Hate Collide;Vault: Def Leppard's Greatest Hits;Def Leppard
835;Action;Vault: Def Leppard's Greatest Hits;Def Leppard
836;Make Love Like A Man;Vault: Def Leppard's Greatest Hits;Def Leppard
837;Armageddon It;Vault: Def Leppard's Greatest Hits;Def Leppard
838;Have You Ever Needed Someone So Bad;Vault: Def Leppard's Greatest Hits;Def Leppard
839;Rock Of Ages;Vault: Def Leppard's Greatest Hits;Def Leppard
840;Hysteria;Vault: Def Leppard's Greatest Hits;Def Leppard
841;Bringin' On The Heartbreak;Vault: Def Leppard's Greatest Hits;Def Leppard
842;Roll Call;Outbreak;Dennis Chambers
843;Otay;Outbreak;Dennis Chambers
844;Groovus Interruptus;Outbreak;Dennis Chambers
845;Paris On Mine;Outbreak;Dennis Chambers
846;In Time;Outbreak;Dennis Chambers
847;Plan B;Outbreak;Dennis Chambers
848;Outbreak;Outbreak;Dennis Chambers
849;Baltimore, DC;Outbreak;Dennis Chambers
850;Talkin Loud and Saying Nothin;Outbreak;Dennis Chambers
851;Pétala;Djavan Ao Vivo - Vol. 02;Djavan
852;Meu Bem-Querer;Djavan Ao Vivo - Vol. 02;Djavan
853;Cigano;Djavan Ao Vivo - Vol. 02;Djavan
854;Boa Noite;Djavan Ao Vivo - Vol. 02;Djavan
855;Fato Consumado;Djavan Ao Vivo - Vol. 02;Djavan
856;Faltando Um Pedaço;Djavan Ao Vivo - Vol. 02;Djavan
857;Álibi;Djavan Ao Vivo - Vol. 02;Djavan
858;Esquinas;Djavan Ao Vivo - Vol. 02;Djavan
859;Se...;Djavan Ao Vivo - Vol. 02;Djavan
860;Eu Te Devoro;Djavan Ao Vivo - Vol. 02;Djavan
861;Lilás;Djavan Ao Vivo - Vol. 02;Djavan
862;Acelerou;Djavan Ao Vivo - Vol. 02;Djavan
863;Um Amor Puro;Djavan Ao Vivo - Vol. 02;Djavan
864;Samurai;Djavan Ao Vivo - Vol. 1;Djavan
865;Nem Um Dia;Djavan Ao Vivo - Vol. 1;Djavan
866;Oceano;Djavan Ao Vivo - Vol. 1;Djavan
867;Açai;Djavan Ao Vivo - Vol. 1;Djavan
868;Serrado;Djavan Ao Vivo - Vol. 1;Djavan
869;Flor De Lis;Djavan Ao Vivo - Vol. 1;Djavan
870;Amar É Tudo;Djavan Ao Vivo - Vol. 1;Djavan
871;Azul;Djavan Ao Vivo - Vol. 1;Djavan
872;Seduzir;Djavan Ao Vivo - Vol. 1;Djavan
873;A Carta;Djavan Ao Vivo - Vol. 1;Djavan
874;Sina;Djavan Ao Vivo - Vol. 1;Djavan
875;Acelerou;Djavan Ao Vivo - Vol. 1;Djavan
876;Um Amor Puro;Djavan Ao Vivo - Vol. 1;Djavan
877;O Bêbado e a Equilibrista;Elis Regina-Minha História;Elis Regina
878;O Mestre-Sala dos Mares;Elis Regina-Minha História;Elis Regina
879;Atrás da Porta;Elis Regina-Minha História;Elis Regina
880;Dois Pra Lá, Dois Pra Cá;Elis Regina-Minha História;Elis Regina
881;Casa no Campo;Elis Regina-Minha História;Elis Regina
882;Romaria;Elis Regina-Minha História;Elis Regina
883;Alô, Alô, Marciano;Elis Regina-Minha História;Elis Regina
884;Me Deixas Louca;Elis Regina-Minha História;Elis Regina
885;Fascinação;Elis Regina-Minha História;Elis Regina
886;Saudosa Maloca;Elis Regina-Minha História;Elis Regina
887;As Aparências Enganam;Elis Regina-Minha História;Elis Regina
888;Madalena;Elis Regina-Minha História;Elis Regina
889;Maria Rosa;Elis Regina-Minha História;Elis Regina
890;Aprendendo A Jogar;Elis Regina-Minha História;Elis Regina
891;Layla;The Cream Of Clapton;Eric Clapton
892;Badge;The Cream Of Clapton;Eric Clapton
893;I Feel Free;The Cream Of Clapton;Eric Clapton
894;Sunshine Of Your Love;The Cream Of Clapton;Eric Clapton
895;Crossroads;The Cream Of Clapton;Eric Clapton
896;Strange Brew;The Cream Of Clapton;Eric Clapton
897;White Room;The Cream Of Clapton;Eric Clapton
898;Bell Bottom Blues;The Cream Of Clapton;Eric Clapton
899;Cocaine;The Cream Of Clapton;Eric Clapton
900;I Shot The Sheriff;The Cream Of Clapton;Eric Clapton
901;After Midnight;The Cream Of Clapton;Eric Clapton
902;Swing Low Sweet Chariot;The Cream Of Clapton;Eric Clapton
903;Lay Down Sally;The Cream Of Clapton;Eric Clapton
904;Knockin On Heavens Door;The Cream Of Clapton;Eric Clapton
905;Wonderful Tonight;The Cream Of Clapton;Eric Clapton
906;Let It Grow;The Cream Of Clapton;Eric Clapton
907;Promises;The Cream Of Clapton;Eric Clapton
908;I Can't Stand It;The Cream Of Clapton;Eric Clapton
909;Signe;Unplugged;Eric Clapton
910;Before You Accuse Me;Unplugged;Eric Clapton
911;Hey Hey;Unplugged;Eric Clapton
912;Tears In Heaven;Unplugged;Eric Clapton
913;Lonely Stranger;Unplugged;Eric Clapton
914;Nobody Knows You When You're Down & Out;Unplugged;Eric Clapton
915;Layla;Unplugged;Eric Clapton
916;Running On Faith;Unplugged;Eric Clapton
917;Walkin' Blues;Unplugged;Eric Clapton
918;Alberta;Unplugged;Eric Clapton
919;San Francisco Bay Blues;Unplugged;Eric Clapton
920;Malted Milk;Unplugged;Eric Clapton
921;Old Love;Unplugged;Eric Clapton
922;Rollin' And Tumblin';Unplugged;Eric Clapton
923;Collision;Album Of The Year;Faith No More
924;Stripsearch;Album Of The Year;Faith No More
925;Last Cup Of Sorrow;Album Of The Year;Faith No More
926;Naked In Front Of The Computer;Album Of The Year;Faith No More
927;Helpless;Album Of The Year;Faith No More
928;Mouth To Mouth;Album Of The Year;Faith No More
929;Ashes To Ashes;Album Of The Year;Faith No More
930;She Loves Me Not;Album Of The Year;Faith No More
931;Got That Feeling;Album Of The Year;Faith No More
932;Paths Of Glory;Album Of The Year;Faith No More
933;Home Sick Home;Album Of The Year;Faith No More
934;Pristina;Album Of The Year;Faith No More
935;Land Of Sunshine;Angel Dust;Faith No More
936;Caffeine;Angel Dust;Faith No More
937;Midlife Crisis;Angel Dust;Faith No More
938;RV;Angel Dust;Faith No More
939;Smaller And Smaller;Angel Dust;Faith No More
940;Everything's Ruined;Angel Dust;Faith No More
941;Malpractice;Angel Dust;Faith No More
942;Kindergarten;Angel Dust;Faith No More
943;Be Aggressive;Angel Dust;Faith No More
944;A Small Victory;Angel Dust;Faith No More
945;Crack Hitler;Angel Dust;Faith No More
946;Jizzlobber;Angel Dust;Faith No More
947;Midnight Cowboy;Angel Dust;Faith No More
948;Easy;Angel Dust;Faith No More
949;Get Out;King For A Day Fool For A Lifetime;Faith No More
950;Ricochet;King For A Day Fool For A Lifetime;Faith No More
951;Evidence;King For A Day Fool For A Lifetime;Faith No More
952;The Gentle Art Of Making Enemies;King For A Day Fool For A Lifetime;Faith No More
953;Star A.D.;King For A Day Fool For A Lifetime;Faith No More
954;Cuckoo For Caca;King For A Day Fool For A Lifetime;Faith No More
955;Caralho Voador;King For A Day Fool For A Lifetime;Faith No More
956;Ugly In The Morning;King For A Day Fool For A Lifetime;Faith No More
957;Digging The Grave;King For A Day Fool For A Lifetime;Faith No More
958;Take This Bottle;King For A Day Fool For A Lifetime;Faith No More
959;King For A Day;King For A Day Fool For A Lifetime;Faith No More
960;What A Day;King For A Day Fool For A Lifetime;Faith No More
961;The Last To Know;King For A Day Fool For A Lifetime;Faith No More
962;Just A Man;King For A Day Fool For A Lifetime;Faith No More
963;Absolute Zero;King For A Day Fool For A Lifetime;Faith No More
964;From Out Of Nowhere;The Real Thing;Faith No More
965;Epic;The Real Thing;Faith No More
966;Falling To Pieces;The Real Thing;Faith No More
967;Surprise! You're Dead!;The Real Thing;Faith No More
968;Zombie Eaters;The Real Thing;Faith No More
969;The Real Thing;The Real Thing;Faith No More
970;Underwater Love;The Real Thing;Faith No More
971;The Morning After;The Real Thing;Faith No More
972;Woodpecker From Mars;The Real Thing;Faith No More
973;War Pigs;The Real Thing;Faith No More
974;Edge Of The World;The Real Thing;Faith No More
975;Deixa Entrar;Deixa Entrar;Falamansa
976;Falamansa Song;Deixa Entrar;Falamansa
977;Xote Dos Milagres;Deixa Entrar;Falamansa
978;Rindo À Toa;Deixa Entrar;Falamansa
979;Confidência;Deixa Entrar;Falamansa
980;Forró De Tóquio;Deixa Entrar;Falamansa
981;Zeca Violeiro;Deixa Entrar;Falamansa
982;Avisa;Deixa Entrar;Falamansa
983;Principiando/Decolagem;Deixa Entrar;Falamansa
984;Asas;Deixa Entrar;Falamansa
985;Medo De Escuro;Deixa Entrar;Falamansa
986;Oração;Deixa Entrar;Falamansa
987;Minha Gata;Deixa Entrar;Falamansa
988;Desaforo;Deixa Entrar;Falamansa
989;In Your Honor;In Your Honor [Disc 1];Foo Fighters
990;No Way Back;In Your Honor [Disc 1];Foo Fighters
991;Best Of You;In Your Honor [Disc 1];Foo Fighters
992;DOA;In Your Honor [Disc 1];Foo Fighters
993;Hell;In Your Honor [Disc 1];Foo Fighters
994;The Last Song;In Your Honor [Disc 1];Foo Fighters
995;Free Me;In Your Honor [Disc 1];Foo Fighters
996;Resolve;In Your Honor [Disc 1];Foo Fighters
997;The Deepest Blues Are Black;In Your Honor [Disc 1];Foo Fighters
998;End Over End;In Your Honor [Disc 1];Foo Fighters
999;Still;In Your Honor [Disc 2];Foo Fighters
1000;What If I Do?;In Your Honor [Disc 2];Foo Fighters
1001;Miracle;In Your Honor [Disc 2];Foo Fighters
1002;Another Round;In Your Honor [Disc 2];Foo Fighters
1003;Friend Of A Friend;In Your Honor [Disc 2];Foo Fighters
1004;Over And Out;In Your Honor [Disc 2];Foo Fighters
1005;On The Mend;In Your Honor [Disc 2];Foo Fighters
1006;Virginia Moon;In Your Honor [Disc 2];Foo Fighters
1007;Cold Day In The Sun;In Your Honor [Disc 2];Foo Fighters
1008;Razor;In Your Honor [Disc 2];Foo Fighters
1009;All My Life;One By One;Foo Fighters
1010;Low;One By One;Foo Fighters
1011;Have It All;One By One;Foo Fighters
1012;Times Like These;One By One;Foo Fighters
1013;Disenchanted Lullaby;One By One;Foo Fighters
1014;Tired Of You;One By One;Foo Fighters
1015;Halo;One By One;Foo Fighters
1016;Lonely As You;One By One;Foo Fighters
1017;Overdrive;One By One;Foo Fighters
1018;Burn Away;One By One;Foo Fighters
1019;Come Back;One By One;Foo Fighters
1020;Doll;The Colour And The Shape;Foo Fighters
1021;Monkey Wrench;The Colour And The Shape;Foo Fighters
1022;Hey, Johnny Park!;The Colour And The Shape;Foo Fighters
1023;My Poor Brain;The Colour And The Shape;Foo Fighters
1024;Wind Up;The Colour And The Shape;Foo Fighters
1025;Up In Arms;The Colour And The Shape;Foo Fighters
1026;My Hero;The Colour And The Shape;Foo Fighters
1027;See You;The Colour And The Shape;Foo Fighters
1028;Enough Space;The Colour And The Shape;Foo Fighters
1029;February Stars;The Colour And The Shape;Foo Fighters
1030;Everlong;The Colour And The Shape;Foo Fighters
1031;Walking After You;The Colour And The Shape;Foo Fighters
1032;New Way Home;The Colour And The Shape;Foo Fighters
1033;My Way;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1034;Strangers In The Night;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1035;New York, New York;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1036;I Get A Kick Out Of You;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1037;Something Stupid;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1038;Moon River;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1039;What Now My Love;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1040;Summer Love;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1041;For Once In My Life;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1042;Love And Marriage;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1043;They Can't Take That Away From Me;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1044;My Kind Of Town;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1045;Fly Me To The Moon;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1046;I've Got You Under My Skin;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1047;The Best Is Yet To Come;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1048;It Was A Very Good Year;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1049;Come Fly With Me;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1050;That's Life;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1051;The Girl From Ipanema;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1052;The Lady Is A Tramp;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1053;Bad, Bad Leroy Brown;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1054;Mack The Knife;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1055;Loves Been Good To Me;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1056;L.A. Is My Lady;My Way: The Best Of Frank Sinatra [Disc 1];Frank Sinatra
1057;Entrando Na Sua (Intro);Roda De Funk;Funk Como Le Gusta
1058;Nervosa;Roda De Funk;Funk Como Le Gusta
1059;Funk De Bamba (Com Fernanda Abreu);Roda De Funk;Funk Como Le Gusta
1060;Call Me At Cleo´s;Roda De Funk;Funk Como Le Gusta
1061;Olhos Coloridos (Com Sandra De Sá);Roda De Funk;Funk Como Le Gusta
1062;Zambação;Roda De Funk;Funk Como Le Gusta
1063;Funk Hum;Roda De Funk;Funk Como Le Gusta
1064;Forty Days (Com DJ Hum);Roda De Funk;Funk Como Le Gusta
1065;Balada Da Paula;Roda De Funk;Funk Como Le Gusta
1066;Dujji;Roda De Funk;Funk Como Le Gusta
1067;Meu Guarda-Chuva;Roda De Funk;Funk Como Le Gusta
1068;Motéis;Roda De Funk;Funk Como Le Gusta
1069;Whistle Stop;Roda De Funk;Funk Como Le Gusta
1070;16 Toneladas;Roda De Funk;Funk Como Le Gusta
1071;Divirta-Se (Saindo Da Sua);Roda De Funk;Funk Como Le Gusta
1072;Forty Days Instrumental;Roda De Funk;Funk Como Le Gusta
1073;Óia Eu Aqui De Novo;As Canções de Eu Tu Eles;Gilberto Gil
1074;Baião Da Penha;As Canções de Eu Tu Eles;Gilberto Gil
1075;Esperando Na Janela;As Canções de Eu Tu Eles;Gilberto Gil
1076;Juazeiro;As Canções de Eu Tu Eles;Gilberto Gil
1077;Último Pau-De-Arara;As Canções de Eu Tu Eles;Gilberto Gil
1078;Asa Branca;As Canções de Eu Tu Eles;Gilberto Gil
1079;Qui Nem Jiló;As Canções de Eu Tu Eles;Gilberto Gil
1080;Assum Preto;As Canções de Eu Tu Eles;Gilberto Gil
1081;Pau-De-Arara;As Canções de Eu Tu Eles;Gilberto Gil
1082;A Volta Da Asa Branca;As Canções de Eu Tu Eles;Gilberto Gil
1083;O Amor Daqui De Casa;As Canções de Eu Tu Eles;Gilberto Gil
1084;As Pegadas Do Amor;As Canções de Eu Tu Eles;Gilberto Gil
1085;Lamento Sertanejo;As Canções de Eu Tu Eles;Gilberto Gil
1086;Casinha Feliz;As Canções de Eu Tu Eles;Gilberto Gil
1087;Introdução (Live);Quanta Gente Veio Ver (Live);Gilberto Gil
1088;Palco (Live);Quanta Gente Veio Ver (Live);Gilberto Gil
1089;Is This Love (Live);Quanta Gente Veio Ver (Live);Gilberto Gil
1090;Stir It Up (Live);Quanta Gente Veio Ver (Live);Gilberto Gil
1091;Refavela (Live);Quanta Gente Veio Ver (Live);Gilberto Gil
1092;Vendedor De Caranguejo (Live);Quanta Gente Veio Ver (Live);Gilberto Gil
1093;Quanta (Live);Quanta Gente Veio Ver (Live);Gilberto Gil
1094;Estrela (Live);Quanta Gente Veio Ver (Live);Gilberto Gil
1095;Pela Internet (Live);Quanta Gente Veio Ver (Live);Gilberto Gil
1096;Cérebro Eletrônico (Live);Quanta Gente Veio Ver (Live);Gilberto Gil
1097;Opachorô (Live);Quanta Gente Veio Ver (Live);Gilberto Gil
1098;Copacabana (Live);Quanta Gente Veio Ver (Live);Gilberto Gil
1099;A Novidade (Live);Quanta Gente Veio Ver (Live);Gilberto Gil
1100;Ghandi (Live);Quanta Gente Veio Ver (Live);Gilberto Gil
1101;De Ouro E Marfim (Live);Quanta Gente Veio Ver (Live);Gilberto Gil
1102;Doce De Carnaval (Candy All);Quanta Gente Veio ver--Bônus De Carnaval;Gilberto Gil
1103;Lamento De Carnaval;Quanta Gente Veio ver--Bônus De Carnaval;Gilberto Gil
1104;Pretinha;Quanta Gente Veio ver--Bônus De Carnaval;Gilberto Gil
1105;A Novidade;Unplugged;Eric Clapton
1106;Tenho Sede;Unplugged;Eric Clapton
1107;Refazenda;Unplugged;Eric Clapton
1108;Realce;Unplugged;Eric Clapton
1109;Esotérico;Unplugged;Eric Clapton
1110;Drão;Unplugged;Eric Clapton
1111;A Paz;Unplugged;Eric Clapton
1112;Beira Mar;Unplugged;Eric Clapton
1113;Sampa;Unplugged;Eric Clapton
1114;Parabolicamará;Unplugged;Eric Clapton
1115;Tempo Rei;Unplugged;Eric Clapton
1116;Expresso 2222;Unplugged;Eric Clapton
1117;Aquele Abraço;Unplugged;Eric Clapton
1118;Palco;Unplugged;Eric Clapton
1119;Toda Menina Baiana;Unplugged;Eric Clapton
1120;Sítio Do Pica-Pau Amarelo;Unplugged;Eric Clapton
1121;Straight Out Of Line;Faceless;Godsmack
1122;Faceless;Faceless;Godsmack
1123;Changes;Faceless;Godsmack
1124;Make Me Believe;Faceless;Godsmack
1125;I Stand Alone;Faceless;Godsmack
1126;Re-Align;Faceless;Godsmack
1127;I Fucking Hate You;Faceless;Godsmack
1128;Releasing The Demons;Faceless;Godsmack
1129;Dead And Broken;Faceless;Godsmack
1130;I Am;Faceless;Godsmack
1131;The Awakening;Faceless;Godsmack
1132;Serenity;Faceless;Godsmack
1133;American Idiot;American Idiot;Green Day
1134;Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home;American Idiot;Green Day
1135;Holiday;American Idiot;Green Day
1136;Boulevard Of Broken Dreams;American Idiot;Green Day
1137;Are We The Waiting;American Idiot;Green Day
1138;St. Jimmy;American Idiot;Green Day
1139;Give Me Novacaine;American Idiot;Green Day
1140;She's A Rebel;American Idiot;Green Day
1141;Extraordinary Girl;American Idiot;Green Day
1142;Letterbomb;American Idiot;Green Day
1143;Wake Me Up When September Ends;American Idiot;Green Day
1144;Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again;American Idiot;Green Day
1145;Whatsername;American Idiot;Green Day
1146;Welcome to the Jungle;Appetite for Destruction;Guns N' Roses
1147;It's So Easy;Appetite for Destruction;Guns N' Roses
1148;Nightrain;Appetite for Destruction;Guns N' Roses
1149;Out Ta Get Me;Appetite for Destruction;Guns N' Roses
1150;Mr. Brownstone;Appetite for Destruction;Guns N' Roses
1151;Paradise City;Appetite for Destruction;Guns N' Roses
1152;My Michelle;Appetite for Destruction;Guns N' Roses
1153;Think About You;Appetite for Destruction;Guns N' Roses
1154;Sweet Child O' Mine;Appetite for Destruction;Guns N' Roses
1155;You're Crazy;Appetite for Destruction;Guns N' Roses
1156;Anything Goes;Appetite for Destruction;Guns N' Roses
1157;Rocket Queen;Appetite for Destruction;Guns N' Roses
1158;Right Next Door to Hell;Use Your Illusion I;Guns N' Roses
1159;Dust N' Bones;Use Your Illusion I;Guns N' Roses
1160;Live and Let Die;Use Your Illusion I;Guns N' Roses
1161;Don't Cry (Original);Use Your Illusion I;Guns N' Roses
1162;Perfect Crime;Use Your Illusion I;Guns N' Roses
1163;You Ain't the First;Use Your Illusion I;Guns N' Roses
1164;Bad Obsession;Use Your Illusion I;Guns N' Roses
1165;Back off Bitch;Use Your Illusion I;Guns N' Roses
1166;Double Talkin' Jive;Use Your Illusion I;Guns N' Roses
1167;November Rain;Use Your Illusion I;Guns N' Roses
1168;The Garden;Use Your Illusion I;Guns N' Roses
1169;Garden of Eden;Use Your Illusion I;Guns N' Roses
1170;Don't Damn Me;Use Your Illusion I;Guns N' Roses
1171;Bad Apples;Use Your Illusion I;Guns N' Roses
1172;Dead Horse;Use Your Illusion I;Guns N' Roses
1173;Coma;Use Your Illusion I;Guns N' Roses
1174;Civil War;Use Your Illusion II;Guns N' Roses
1175;14 Years;Use Your Illusion II;Guns N' Roses
1176;Yesterdays;Use Your Illusion II;Guns N' Roses
1177;Knockin' On Heaven's Door;Use Your Illusion II;Guns N' Roses
1178;Get In The Ring;Use Your Illusion II;Guns N' Roses
1179;Shotgun Blues;Use Your Illusion II;Guns N' Roses
1180;Breakdown;Use Your Illusion II;Guns N' Roses
1181;Pretty Tied Up;Use Your Illusion II;Guns N' Roses
1182;Locomotive;Use Your Illusion II;Guns N' Roses
1183;So Fine;Use Your Illusion II;Guns N' Roses
1184;Estranged;Use Your Illusion II;Guns N' Roses
1185;You Could Be Mine;Use Your Illusion II;Guns N' Roses
1186;Don't Cry;Use Your Illusion II;Guns N' Roses
1187;My World;Use Your Illusion II;Guns N' Roses
1188;Colibri;Blue Moods;Incognito
1189;Love Is The Colour;Blue Moods;Incognito
1190;Magnetic Ocean;Blue Moods;Incognito
1191;Deep Waters;Blue Moods;Incognito
1192;L'Arc En Ciel De Miles;Blue Moods;Incognito
1193;Gypsy;Blue Moods;Incognito
1194;Journey Into Sunlight;Blue Moods;Incognito
1195;Sunchild;Blue Moods;Incognito
1196;Millenium;Blue Moods;Incognito
1197;Thinking 'Bout Tomorrow;Blue Moods;Incognito
1198;Jacob's Ladder;Blue Moods;Incognito
1199;She Wears Black;Blue Moods;Incognito
1200;Dark Side Of The Cog;Blue Moods;Incognito
1201;Different World;A Matter of Life and Death;Iron Maiden
1202;These Colours Don't Run;A Matter of Life and Death;Iron Maiden
1203;Brighter Than a Thousand Suns;A Matter of Life and Death;Iron Maiden
1204;The Pilgrim;A Matter of Life and Death;Iron Maiden
1205;The Longest Day;A Matter of Life and Death;Iron Maiden
1206;Out of the Shadows;A Matter of Life and Death;Iron Maiden
1207;The Reincarnation of Benjamin Breeg;A Matter of Life and Death;Iron Maiden
1208;For the Greater Good of God;A Matter of Life and Death;Iron Maiden
1209;Lord of Light;A Matter of Life and Death;Iron Maiden
1210;The Legacy;A Matter of Life and Death;Iron Maiden
1211;Hallowed Be Thy Name (Live) [Non Album Bonus Track];A Matter of Life and Death;Iron Maiden
1212;The Number Of The Beast;A Real Dead One;Iron Maiden
1213;The Trooper;A Real Dead One;Iron Maiden
1214;Prowler;A Real Dead One;Iron Maiden
1215;Transylvania;A Real Dead One;Iron Maiden
1216;Remember Tomorrow;A Real Dead One;Iron Maiden
1217;Where Eagles Dare;A Real Dead One;Iron Maiden
1218;Sanctuary;A Real Dead One;Iron Maiden
1219;Running Free;A Real Dead One;Iron Maiden
1220;Run To The Hilss;A Real Dead One;Iron Maiden
1221;2 Minutes To Midnight;A Real Dead One;Iron Maiden
1222;Iron Maiden;A Real Dead One;Iron Maiden
1223;Hallowed Be Thy Name;A Real Dead One;Iron Maiden
1224;Be Quick Or Be Dead;A Real Live One;Iron Maiden
1225;From Here To Eternity;A Real Live One;Iron Maiden
1226;Can I Play With Madness;A Real Live One;Iron Maiden
1227;Wasting Love;A Real Live One;Iron Maiden
1228;Tailgunner;A Real Live One;Iron Maiden
1229;The Evil That Men Do;A Real Live One;Iron Maiden
1230;Afraid To Shoot Strangers;A Real Live One;Iron Maiden
1231;Bring Your Daughter... To The Slaughter;A Real Live One;Iron Maiden
1232;Heaven Can Wait;A Real Live One;Iron Maiden
1233;The Clairvoyant;A Real Live One;Iron Maiden
1234;Fear Of The Dark;A Real Live One;Iron Maiden
1235;The Wicker Man;Brave New World;Iron Maiden
1236;Ghost Of The Navigator;Brave New World;Iron Maiden
1237;Brave New World;Brave New World;Iron Maiden
1238;Blood Brothers;Brave New World;Iron Maiden
1239;The Mercenary;Brave New World;Iron Maiden
1240;Dream Of Mirrors;Brave New World;Iron Maiden
1241;The Fallen Angel;Brave New World;Iron Maiden
1242;The Nomad;Brave New World;Iron Maiden
1243;Out Of The Silent Planet;Brave New World;Iron Maiden
1244;The Thin Line Between Love & Hate;Brave New World;Iron Maiden
1245;Wildest Dreams;Dance Of Death;Iron Maiden
1246;Rainmaker;Dance Of Death;Iron Maiden
1247;No More Lies;Dance Of Death;Iron Maiden
1248;Montsegur;Dance Of Death;Iron Maiden
1249;Dance Of Death;Dance Of Death;Iron Maiden
1250;Gates Of Tomorrow;Dance Of Death;Iron Maiden
1251;New Frontier;Dance Of Death;Iron Maiden
1252;Paschendale;Dance Of Death;Iron Maiden
1253;Face In The Sand;Dance Of Death;Iron Maiden
1254;Age Of Innocence;Dance Of Death;Iron Maiden
1255;Journeyman;Dance Of Death;Iron Maiden
1256;Be Quick Or Be Dead;Fear Of The Dark;Iron Maiden
1257;From Here To Eternity;Fear Of The Dark;Iron Maiden
1258;Afraid To Shoot Strangers;Fear Of The Dark;Iron Maiden
1259;Fear Is The Key;Fear Of The Dark;Iron Maiden
1260;Childhood's End;Fear Of The Dark;Iron Maiden
1261;Wasting Love;Fear Of The Dark;Iron Maiden
1262;The Fugitive;Fear Of The Dark;Iron Maiden
1263;Chains Of Misery;Fear Of The Dark;Iron Maiden
1264;The Apparition;Fear Of The Dark;Iron Maiden
1265;Judas Be My Guide;Fear Of The Dark;Iron Maiden
1266;Weekend Warrior;Fear Of The Dark;Iron Maiden
1267;Fear Of The Dark;Fear Of The Dark;Iron Maiden
1268;01 - Prowler;Iron Maiden;Iron Maiden
1269;02 - Sanctuary;Iron Maiden;Iron Maiden
1270;03 - Remember Tomorrow;Iron Maiden;Iron Maiden
1271;04 - Running Free;Iron Maiden;Iron Maiden
1272;05 - Phantom of the Opera;Iron Maiden;Iron Maiden
1273;06 - Transylvania;Iron Maiden;Iron Maiden
1274;07 - Strange World;Iron Maiden;Iron Maiden
